GC-code;Cache name;Type;Size;Difficulty;Terrain;Latitude;Longitude;Elevation (m);Last publish date;Region;County;Archived;Locked;Disabled;Premium;Finds;FP;FP%;FPW;Placed by;Owner;Found
GC40PHC;Baraberi R.I.P.;Traditional Cache;Small;2.0;1.5;N 48° 48.337;E 019° 03.378;491;2012-11-03;Banskobystrický kraj;Banská Bystrica;0;0;0;0;572;2;0.8097;0.22233;dodo6307 + Dori_s;Dodo6307;
GC40PKX;Kucbel - Garbuzov;Traditional Cache;Small;2.0;3.0;N 48° 46.547;E 019° 07.925;403;2012-11-03;Banskobystrický kraj;Banská Bystrica;0;0;0;0;105;6;11.3208;5.292959;dodo6307 + mary_sa;Dodo6307;
GC40PRJ;Utulna Harmanec;Traditional Cache;Regular;2.0;2.5;N 48° 48.412;E 019° 03.492;551;2012-11-03;Banskobystrický kraj;Banská Bystrica;0;0;0;0;94;6;12.766;5.984523;dodo6307;Dodo6307;
GC40PVV;Kosienky;Traditional Cache;Small;2.5;4.5;N 48° 49.493;E 019° 01.683;649;2012-11-03;Banskobystrický kraj;Banská Bystrica;0;0;0;0;92;16;30.7692;19.914562;dodo6307 + mary_sa;Dodo6307;
GC40PXB;Zeleznica BB-DS 1940;Multi-cache;Large;5.0;5.0;N 48° 47.842;E 019° 04.548;523;2012-11-03;Banskobystrický kraj;Banská Bystrica;0;0;0;0;39;24;75.0;57.893108;dodo6307;Dodo6307;
GC40T4N;- vo Vratnej;Traditional Cache;Small;1.5;3.0;N 49° 12.504;E 019° 02.473;753;2012-11-12;Žilinský kraj;Žilina;0;0;0;0;864;11;2.957;1.658991;TibX;TibX;
GC40YB4;Telekineticka;Unknown Cache;Other;2.5;2.5;N 49° 11.025;E 019° 09.080;475;2012-11-14;Žilinský kraj;Dolný Kubín;0;0;0;0;213;72;55.3846;46.806991;PANDA BANDA;PANDA BANDA;
GC40ZAQ;Kostol sv. Marie Magdaleny Lovcica-Trubín;Traditional Cache;Small;2.0;1.5;N 48° 36.974;E 018° 47.253;343;2012-11-16;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;266;4;3.6364;1.423008;kovop;kovop;
GC410G4;Prales Slaciny;Traditional Cache;Small;1.5;3.0;N 49° 05.394;E 018° 47.163;1166;2012-11-09;Žilinský kraj;Žilina;0;0;0;0;26;1;9.0909;1.623175;-TeeBee-;teebee1;
GC410GA;Partizani nad Kuneradom;Traditional Cache;Small;2.5;2.5;N 49° 05.355;E 018° 46.453;1060;2012-11-09;Žilinský kraj;Žilina;0;0;0;0;25;1;10.0;1.787575;-TeeBee-;teebee1;
GC417RP;Konspiracny byt;Unknown Cache;Small;3.5;2.5;N 48° 12.507;E 019° 20.945;222;2012-12-07;Banskobystrický kraj;Veľký Krtíš;0;0;0;0;29;10;52.6316;31.707483;Formatx;Formatx;
GC4193Y;Daniel skvrnity;Traditional Cache;Small;1.5;1.0;N 49° 16.267;E 018° 35.361;361;2012-11-16;Žilinský kraj;Bytča;0;0;0;0;386;0;0.0;0.0;Medvedi Team;Medvedi Team;
GC419ZN;Prales Skalnata;Traditional Cache;Small;2.0;3.0;N 49° 07.535;E 018° 48.627;1100;2012-11-14;Žilinský kraj;Žilina;0;0;0;0;48;5;26.3158;11.806238;-TeeBee-;teebee1;
GC41BYQ;Street View Slovakia;Unknown Cache;Micro;4.0;1.5;N 48° 44.000;E 019° 09.000;341;2012-12-01;Banskobystrický kraj;Banská Bystrica;0;0;0;0;209;13;11.0169;6.55223;yogibeast;yogibeast;
GC41FYG;Penazna;Traditional Cache;Small;3.0;3.0;N 48° 40.227;E 018° 57.575;894;2013-10-31;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;27;5;35.7143;16.344491;flotman;flotman;
GC41RBN;Hnustanska Katalpa;Traditional Cache;Small;2.0;1.5;N 48° 34.858;E 019° 57.047;299;2013-01-20;Banskobystrický kraj;Rimavská Sobota;0;0;0;0;167;1;1.5625;0.276347;logi45;logi45;
GC41X9X;Telekomunikacna;Unknown Cache;Small;3.0;3.0;N 49° 08.500;E 019° 14.942;641;2012-11-30;Žilinský kraj;Ružomberok;0;0;0;0;248;9;6.7669;3.600598;L-O-L;L-O-L;
GC41XFE;Bystricke fontany IX. – Roosveltova nemocnica;Multi-cache;Micro;1.5;1.0;N 48° 44.638;E 019° 07.132;407;2012-12-02;Banskobystrický kraj;Banská Bystrica;0;0;0;0;225;1;0.9434;0.166723;Serpo-SK;Serpo-SK;
GC41ZTA;Bystricke fontany X. – Europska fontana;Multi-cache;Micro;1.5;1.5;N 48° 43.777;E 019° 08.131;350;2012-12-02;Banskobystrický kraj;Banská Bystrica;0;0;0;0;384;1;0.6369;0.112522;Serpo-SK;Serpo-SK;
GC4230H;Ochranuj nas na cestach;Traditional Cache;Small;1.5;1.5;N 48° 37.412;E 018° 47.709;369;2012-11-27;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;543;1;0.4184;0.073896;Michal sk adopted from itbuk;Michal sk;
GC426P8;Dreveny most;Unknown Cache;Micro;2.5;2.0;N 49° 12.616;E 019° 17.450;473;2012-12-24;Žilinský kraj;Dolný Kubín;0;0;0;0;501;17;7.6577;4.835721;PANDA BANDA;PANDA BANDA;1.0
GC428GG;Ze Žiliny 14;Traditional Cache;Small;1.5;2.0;N 49° 11.693;E 018° 46.561;411;2012-12-01;Žilinský kraj;Žilina;0;0;0;0;254;0;0.0;0.0;misinecko;FilipF;
GC428GV;Ze Žiliny 15;Traditional Cache;Small;1.5;1.5;N 49° 11.623;E 018° 46.383;375;2012-12-01;Žilinský kraj;Žilina;0;0;0;0;283;0;0.0;0.0;misinecko;misinecko;
GC428WK;UMB 2 – Tajovskeho ulica;Unknown Cache;Other;3.5;1.5;N 48° 44.510;E 019° 07.408;407;2012-12-01;Banskobystrický kraj;Banská Bystrica;0;0;0;0;242;2;1.6393;0.450715;Coare;Coare;
GC42C6Q;Rovne skaly;Traditional Cache;Small;2.5;3.5;N 48° 59.302;E 018° 39.070;1266;2012-12-09;Žilinský kraj;Žilina;0;0;0;0;320;7;5.0;2.442796;bilulah;bilulah;
GC42EEY;UMB 3 – Ekonomicka fakulta;Multi-cache;Small;2.0;1.5;N 48° 44.314;E 019° 08.247;354;2012-12-12;Banskobystrický kraj;Banská Bystrica;0;0;0;0;401;3;1.8519;0.631752;Coare;Coare;
GC42EGN;UMB 6 –  Centrum vedy a vyskumu UMB;Unknown Cache;Micro;2.5;1.5;N 48° 44.367;E 019° 08.277;349;2012-12-07;Banskobystrický kraj;Banská Bystrica;0;0;0;0;273;4;3.1008;1.212284;Coare;Coare;
GC42JC0;Anubis;Unknown Cache;Micro;4.0;3.5;N 48° 45.400;E 019° 10.956;398;2012-12-12;Banskobystrický kraj;Banská Bystrica;0;0;0;0;140;17;28.3333;18.506679;enyx007;enyx007;
GC42PVV;Sirove oko;Multi-cache;Micro;2.5;3.0;N 48° 23.510;E 019° 48.384;237;2012-12-12;Banskobystrický kraj;Poltár;0;0;0;0;45;5;35.7143;16.344491;runawax;runawax;
GC430D4;Zeleznicna stanica Cadca;Traditional Cache;Small;1.5;1.5;N 49° 26.759;E 018° 47.124;417;2013-04-07;Žilinský kraj;Čadca;0;0;0;0;628;3;1.2712;0.433235;Vláčiky;Vláčiky;
GC430ER;Plocha draha Zarnovica;Traditional Cache;Small;3.0;1.5;N 48° 28.816;E 018° 43.422;225;2012-12-20;Banskobystrický kraj;Žarnovica;0;0;0;0;431;25;11.7925;8.11635;hermiona17;hermiona17;
GC43210;Necpalske kastiele / Mansions of Necpaly;Multi-cache;Small;2.0;1.5;N 48° 59.303;E 018° 57.890;496;2013-01-01;Žilinský kraj;Martin;0;0;0;0;126;14;25.4545;15.811973;Andrey[SK];Andrey[SK];
GC434QP;Ordinacia v minovom poli;Wherigo Cache;Small;4.0;2.0;N 48° 48.533;E 019° 37.485;511;2012-12-22;Banskobystrický kraj;Brezno;0;0;0;0;88;10;16.129;9.003972;adako,krucifajka;adako;
GC438N9;Kostol sv. Alzbety;Traditional Cache;Micro;1.5;1.5;N 49° 28.229;E 019° 22.921;751;2012-12-25;Žilinský kraj;Námestovo;0;0;0;0;125;0;0.0;0.0;tomino20489;tomino20489;
GC43B6D;Radvaň - Kostol Narodenia Panny Márie;Traditional Cache;Small;1.5;2.0;N 48° 43.264;E 019° 07.828;376;2012-12-31;Banskobystrický kraj;Banská Bystrica;0;0;0;0;632;5;2.5907;1.111529;Petrof5 (adopted from Gilrond);Petrof5;
GC43B6P;Radvan - Evanjelicky kostol;Multi-cache;Small;2.0;2.0;N 48° 43.261;E 019° 08.050;354;2012-12-31;Banskobystrický kraj;Banská Bystrica;0;0;0;0;316;0;0.0;0.0;Gilrond;Gilrond;
GC43C00;Stadlerovo nabrezie - povodne;Multi-cache;Small;2.0;1.5;N 48° 43.919;E 019° 08.592;340;2013-01-13;Banskobystrický kraj;Banská Bystrica;0;0;0;0;385;4;2.4691;0.964278;dodo6307;Dodo6307;
GC43D5E;Salas Sestricky;Traditional Cache;Micro;1.5;2.0;N 48° 56.514;E 019° 06.602;1230;2013-01-06;Žilinský kraj;Martin;0;0;0;0;173;0;0.0;0.0;bukaj112;bukaj112;
GC43EGN;Ku krizu;Traditional Cache;Small;2.0;1.5;N 49° 08.240;E 019° 35.531;642;2012-12-30;Žilinský kraj;Liptovský Mikuláš;0;0;0;0;264;0;0.0;0.0;Škorpióni;Škorpióni;
GC43F59;Nolcovska Magura 1059 m n. m.;Traditional Cache;Micro;3.0;3.5;N 49° 05.814;E 019° 06.736;1056;2012-12-30;Žilinský kraj;Martin;0;0;0;0;81;10;23.8095;13.480821;29Februar;29Februar;
GC43GR0;Demian;Traditional Cache;Small;1.5;3.0;N 48° 34.020;E 018° 58.629;685;2012-12-30;Banskobystrický kraj;Zvolen;0;0;0;0;91;6;13.6364;6.402867;.MiFo.;.MiFo.;
GC43HN1;Poklad Hrboltovej;Multi-cache;Regular;2.5;2.5;N 49° 06.423;E 019° 14.507;477;2012-12-31;Žilinský kraj;Ružomberok;0;0;0;0;85;4;12.5;4.970054;binkáči;binkáči;
GC43J6G;Putovanie za Klenovskym prasiatkom;Multi-cache;Small;2.0;3.5;N 48° 43.178;E 019° 48.328;889;2013-01-01;Banskobystrický kraj;Brezno;0;0;0;0;29;5;22.7273;10.122891;MarmotsOfLietava;MarmotsOfLietava;
GC43J8B;Lutise 2 sssss;Traditional Cache;Small;2.5;3.5;N 49° 16.575;E 018° 57.726;706;2013-01-06;Žilinský kraj;Žilina;0;0;0;0;66;0;0.0;0.0;Vladimírko, -Calles-;BeachBoy001;
GC43JQV;Janosikova slza;Traditional Cache;Small;2.0;4.0;N 48° 41.206;E 019° 45.491;1258;2012-12-31;Banskobystrický kraj;Brezno;0;0;0;0;94;6;11.5385;5.396896;Vigi;Vigi;
GC43MPT;Lutise 3 Skryte sa;Traditional Cache;Small;2.5;3.0;N 49° 17.686;E 018° 59.178;748;2013-01-01;Žilinský kraj;Žilina;0;0;0;0;30;1;5.8824;1.046013;Vladimírko, -Calles-;BeachBoy001;
GC43PJR;Pocuvadlo 450 - rocny buk;Traditional Cache;Small;1.5;2.5;N 48° 21.992;E 018° 49.612;543;2013-01-06;Banskobystrický kraj;Banská Štiavnica;0;0;0;0;72;1;3.8462;0.682181;husenka;husenka;
GC43R7F;Mincol (1392 m n.m.);Traditional Cache;Regular;2.5;3.5;N 49° 16.291;E 019° 14.769;1392;2013-01-03;Žilinský kraj;Dolný Kubín;0;0;0;0;378;18;9.2308;5.918675;PANDA BANDA;PANDA BANDA;
GC43V03;"#8 LC evil ""Nature Trail""";Traditional Cache;Other;4.0;1.5;N 48° 19.572;E 019° 38.112;229;2013-01-04;Banskobystrický kraj;Lučenec;0;0;0;1;135;27;31.0345;22.289014;stevolc;stevolc;
GC4401Z;Badan - Renesancny kostolik;Traditional Cache;Small;1.5;1.5;N 48° 20.027;E 018° 50.387;446;2013-01-06;Banskobystrický kraj;Banská Štiavnica;0;0;0;0;186;0;0.0;0.0;husenka;husenka;
GC44112;Kolko jazykov vies, tolkokrat si clovekom;Unknown Cache;Micro;3.5;2.0;N 48° 44.031;E 019° 08.935;345;2013-03-21;Banskobystrický kraj;Banská Bystrica;0;0;0;0;218;0;0.0;0.0;Mikme;Mikme;
GC44BRA;Sklonovanie Pna - Ja Pen;Traditional Cache;Small;1.5;3.5;N 48° 50.300;E 019° 04.822;1130;2013-01-13;Banskobystrický kraj;Banská Bystrica;0;0;0;0;138;9;14.2857;7.701861;dodo6307;Dodo6307;
GC44BT6;Sklonovanie Pna - Ty Pen;Traditional Cache;Small;1.5;3.5;N 48° 49.126;E 019° 04.474;1055;2013-01-13;Banskobystrický kraj;Banská Bystrica;0;0;0;0;100;6;11.7647;5.504999;dodo6307;Dodo6307;
GC44BVP;Sklonovanie Pna - My Pne;Traditional Cache;Micro;2.0;3.5;N 48° 48.906;E 019° 04.090;974;2013-01-13;Banskobystrický kraj;Banská Bystrica;0;0;0;0;94;5;10.6383;4.63041;dodo6307;Dodo6307;
GC44H6B;Diviaky (Wild boars);Multi-cache;Micro;2.5;2.0;N 48° 25.625;E 019° 48.265;281;2013-01-17;Banskobystrický kraj;Poltár;0;0;0;0;97;4;9.5238;3.766164;runawax;runawax;
GC44P79;BRESTINA;Traditional Cache;Small;2.5;2.5;N 49° 09.085;E 019° 14.059;613;2013-01-24;Žilinský kraj;Ružomberok;0;0;0;0;339;2;1.2658;0.347816;Jurošík;Jurošík;
GC44Q75;Javornik 737 m.n.m.;Traditional Cache;Small;2.5;3.5;N 49° 18.221;E 018° 39.925;731;2013-02-10;Žilinský kraj;Žilina;0;0;0;0;49;6;28.5714;13.813676;Rizmani;bilulah;
GC44X7Y;lavovy prud Monosy;Traditional Cache;Micro;2.0;3.0;N 48° 12.902;E 019° 52.591;520;2013-01-27;Banskobystrický kraj;Lučenec;0;0;0;0;31;0;0.0;0.0;stevolc;stevolc;
GC4542R;Ples - Rovienka;Traditional Cache;Small;2.5;3.0;N 49° 19.631;E 018° 49.173;529;2013-01-29;Žilinský kraj;Kysucké Nové Mesto;0;0;0;0;72;8;28.5714;15.253816;MrMiijo, lovec33;MrMiijo;
GC459AJ;Andezitove kamenne more Mala Lehota;Earthcache;Other;2.0;2.0;N 48° 29.534;E 018° 34.508;539;2013-02-05;Banskobystrický kraj;Žarnovica;0;0;0;0;294;25;15.7233;10.882604;konyk87+woody;rock_fox;
GC45AMB;Chranene stromy - Dubiny;Traditional Cache;Micro;2.0;4.5;N 48° 47.388;E 019° 07.780;791;2013-02-02;Banskobystrický kraj;Banská Bystrica;0;0;0;0;39;5;17.8571;7.878386;dodo6307 + mary_sa;Dodo6307;
GC45VH7;Usust/Oszust 1155 m.n.m.;Traditional Cache;Small;3.0;4.0;N 49° 24.578;E 019° 11.247;1153;2013-02-16;Žilinský kraj;Námestovo;0;0;0;0;67;6;17.1429;8.10253;Rizmani;Rizmani;
GC466DG;MF&SuS Skalne Okno Pod Kozlom;Traditional Cache;Small;2.0;3.5;N 49° 07.258;E 018° 46.162;882;2013-02-24;Žilinský kraj;Žilina;0;0;0;0;50;2;10.0;2.786589;MarmotsOfLietava;MarmotsOfLietava;
GC46FTZ;Vyhliadkova veza Susava;Traditional Cache;Small;2.0;3.5;N 49° 12.573;E 019° 30.458;1076;2013-03-16;Žilinský kraj;Dolný Kubín;0;0;0;0;211;19;27.5362;18.394381;kati.polarka;Kati.a.Honzik;
GC46JPZ;Uhlisko;Unknown Cache;Regular;2.0;2.5;N 49° 21.890;E 019° 34.666;880;2013-03-16;Žilinský kraj;Tvrdošín;0;0;0;0;128;10;12.1951;6.760781;ninka&brunik, kockovane zebry;ninka&brunik;
GC46VN8;Sip (1170 m n.m. );Traditional Cache;Small;2.5;4.0;N 49° 09.923;E 019° 10.734;1164;2013-03-01;Žilinský kraj;Dolný Kubín;0;0;0;0;414;23;15.4362;10.511543;PANDA BANDA;PANDA BANDA;
GC46ZBH;Skalna vyhliadka nad Porubkou;Traditional Cache;Small;2.0;3.0;N 49° 08.895;E 018° 43.613;464;2013-03-03;Žilinský kraj;Žilina;0;0;0;0;181;12;18.4615;10.888765;-TeeBee- & Perigrosa;teebee1;
GC479C1;Mastal pod Klucom;Traditional Cache;Small;2.5;3.0;N 49° 15.122;E 019° 14.493;914;2013-03-09;Žilinský kraj;Dolný Kubín;0;0;0;0;126;4;5.0633;1.986372;PANDA BANDA;PANDA BANDA;
GC479ZY;RN – 5 – Rooseveltova nemocnica 3;Unknown Cache;Other;3.0;1.5;N 48° 44.722;E 019° 06.812;422;2013-03-12;Banskobystrický kraj;Banská Bystrica;0;0;0;0;237;6;4.7619;2.200419;Coare;Coare;
GC47BNB;MF&SuS Skalne Okno Pod Kopannou;Traditional Cache;Small;2.5;3.0;N 49° 03.998;E 018° 41.938;647;2013-03-10;Žilinský kraj;Žilina;0;0;0;0;66;8;27.5862;14.698581;MarmotsOfLietava;MarmotsOfLietava;
GC47BNG;MF&SuS Skalne Okno Pri Slnecnych skalach;Multi-cache;Small;3.0;3.0;N 49° 09.046;E 018° 43.287;516;2013-03-23;Žilinský kraj;Žilina;0;0;0;0;50;4;17.3913;6.97854;MarmotsOfLietava;MarmotsOfLietava;
GC47BNN;MF&SuS Skalne Okno Lietava Pod Cibulnikom;Traditional Cache;Small;2.5;3.0;N 49° 09.572;E 018° 40.707;600;2013-03-14;Žilinský kraj;Žilina;0;0;0;0;433;13;8.3871;4.966785;MarmotsOfLietava;MarmotsOfLietava;
GC47BNT;MF&SuS 2x Skalne Okno Pod Hoblikom;Multi-cache;Small;2.5;5.0;N 49° 09.309;E 018° 49.170;574;2013-04-13;Žilinský kraj;Žilina;0;0;0;0;24;1;6.25;1.111906;MarmotsOfLietava;MarmotsOfLietava;
GC47BNY;MF&SuS 4x Skalne Okno Pod Kojsovou;Multi-cache;Small;3.0;3.5;N 49° 10.027;E 018° 50.704;673;2013-04-18;Žilinský kraj;Žilina;0;0;0;0;47;1;4.1667;0.739327;MarmotsOfLietava;MarmotsOfLietava;
GC47BP3;MF&SuS (16+1)x Skalne Okna na sever od Sulova;Multi-cache;Small;3.5;3.5;N 49° 11.202;E 018° 36.404;716;2013-04-24;Žilinský kraj;Žilina;0;0;0;0;26;7;36.8421;19.149272;MarmotsOfLietava;MarmotsOfLietava;
GC47BYH;Frano Stefunko;Multi-cache;Micro;2.0;1.5;N 49° 03.790;E 018° 55.268;401;2013-03-16;Žilinský kraj;Martin;0;0;0;0;365;7;4.0462;1.97357;kambo1997;kambo1997;
GC47KPB;Ostrov pokladov :: Treasure island;Traditional Cache;Large;3.5;5.0;N 49° 06.366;E 019° 00.666;393;2013-09-14;Žilinský kraj;Martin;0;0;0;0;107;38;52.7778;41.40047;Libco.junior;Libco.junior;
GC47MDQ;Keska venovana Jurajom;Traditional Cache;Micro;1.0;1.5;N 49° 05.043;E 018° 54.731;406;2013-03-16;Žilinský kraj;Martin;0;0;0;0;564;2;1.2121;0.333032;gedzit;gedzit;
GC47MMD;Chranene stromy - Hruska pod Baranovom;Traditional Cache;Small;2.0;2.5;N 48° 46.342;E 019° 08.692;546;2013-03-14;Banskobystrický kraj;Banská Bystrica;0;0;0;0;96;2;5.1282;1.417766;dodo6307 + mary_sa;Dodo6307;
GC47V5B;MF&SuS Skalne Okno Cierny Potok - Vrchtepla;Traditional Cache;Regular;1.0;1.0;N 49° 08.936;E 018° 33.615;587;2013-03-26;Žilinský kraj;Bytča;0;0;0;0;185;3;3.7037;1.267488;MarmotsOfLietava;MarmotsOfLietava;
GC47V61;MF&SuS Skalne Okno Cierny Potok - Sulov;Traditional Cache;Regular;1.0;1.0;N 49° 09.107;E 018° 33.740;544;2013-03-18;Žilinský kraj;Bytča;0;0;0;0;177;3;3.6585;1.251935;MarmotsOfLietava;MarmotsOfLietava;
GC47V94;MF&SuS Skalne Okna BONUSOVA;Unknown Cache;Regular;4.5;3.0;N 49° 09.651;E 018° 41.093;632;2013-05-20;Žilinský kraj;Žilina;0;0;0;0;18;3;21.4286;7.571248;MarmotsOfLietava;MarmotsOfLietava;
GC48BTH;UMB 1 – Rektorat a Fakulta PVaMV;Multi-cache;Small;2.0;3.0;N 48° 44.011;E 019° 08.742;351;2013-04-06;Banskobystrický kraj;Banská Bystrica;0;0;0;0;319;4;3.0075;1.175634;Coare;Coare;
GC48PM6;#11 Medzi horami - Zvonicka Velke Pole;Traditional Cache;Small;3.0;2.0;N 48° 32.118;E 018° 33.950;506;2013-03-30;Banskobystrický kraj;Žarnovica;0;0;0;0;177;0;0.0;0.0;eSGe;eSGe;
GC48RZQ;T. W. B.;Unknown Cache;Other;3.0;2.0;N 48° 44.500;E 019° 11.150;364;2013-04-09;Banskobystrický kraj;Banská Bystrica;0;0;0;0;184;40;41.6667;32.311401;kajawah;kajawah;
GC48T5Y;Brestovska jaskyna;Unknown Cache;Regular;3.0;4.0;N 49° 15.460;E 019° 39.399;887;2013-03-31;Žilinský kraj;Tvrdošín;0;0;0;0;555;103;45.7778;39.393144;PANDA BANDA;PANDA BANDA;1.0
GC499WG;Barter trade xWG cache;Unknown Cache;Regular;3.0;1.5;N 48° 20.950;E 019° 40.350;231;2013-05-04;Banskobystrický kraj;Lučenec;0;0;0;0;319;178;72.6531;66.754022;stevolc;stevolc;
GC49B4K;NPR KASIVAROVA;Traditional Cache;Micro;1.5;5.0;N 48° 28.233;E 018° 46.417;594;2013-04-30;Banskobystrický kraj;Žarnovica;0;0;0;0;14;4;36.3636;15.166224;Diver On The Trip;Diver On The Trip;
GC49MHJ;Procerlutum monstro (Blatotlacka);Unknown Cache;Small;2.5;2.5;N 48° 36.625;E 019° 09.507;367;2013-10-12;Banskobystrický kraj;Zvolen;0;0;0;0;165;11;12.9412;7.382277;MatoBo;MatoBo;
GC49Q5A;UMB 5 – Pravnicka fakulta;Unknown Cache;Large;1.5;2.5;N 48° 44.714;E 019° 08.740;398;2013-04-13;Banskobystrický kraj;Banská Bystrica;0;0;0;0;195;5;5.4945;2.369475;Coare;Coare;
GC49QB9;UMB 4 –  Pedagogicka fakulta;Unknown Cache;Other;3.0;2.0;N 48° 45.085;E 019° 09.423;392;2013-04-13;Banskobystrický kraj;Banská Bystrica;0;0;0;0;99;4;8.5106;3.359358;Coare;Coare;
GC49QD1;DREVENA ZVONICKA MYTNA;Traditional Cache;Small;2.0;2.0;N 48° 28.021;E 019° 33.731;331;2013-04-13;Banskobystrický kraj;Lučenec;0;0;0;0;275;8;6.4;3.278319;judistaSK;judistaSK;
GC49T01;Railway Bridge (T5);Unknown Cache;Small;3.0;5.0;N 48° 21.059;E 019° 04.220;265;2013-04-14;Banskobystrický kraj;Krupina;0;0;0;0;51;11;32.3529;19.131451;kofola;kofola;
GC49TPQ;Kotmanovske vodopady;Traditional Cache;Small;3.5;3.5;N 48° 30.176;E 019° 34.676;622;2013-04-14;Banskobystrický kraj;Lučenec;0;0;0;0;32;3;18.75;6.591479;Formatx + FUCES;Formatx;
GC49Y3N;JRD;Traditional Cache;Micro;1.0;1.5;N 49° 08.953;E 019° 14.939;610;2013-04-15;Žilinský kraj;Ružomberok;0;0;0;0;401;1;0.5682;0.100366;Škorpióni;Škorpióni;
GC4A091;Fackovske skaly nad borkami;Traditional Cache;Small;1.5;2.5;N 49° 00.961;E 018° 36.073;610;2013-04-20;Žilinský kraj;Žilina;0;0;0;0;58;0;0.0;0.0;JerryBart;JerryBart;
GC4A1HT;VN Pusty hrad;Traditional Cache;Small;2.0;2.0;N 48° 32.324;E 018° 50.826;362;2014-08-24;Banskobystrický kraj;Žiar nad Hronom;0;0;0;1;93;4;8.1633;3.22023;opted-out user;§OPTOUT:bd6c0cc1ff47§;
GC4A1HW;Repiste - Bimbiz;Traditional Cache;Micro;1.5;2.5;N 48° 30.366;E 018° 50.729;633;2014-08-24;Banskobystrický kraj;Žiar nad Hronom;0;0;0;1;125;4;5.8824;2.311039;opted-out user;§OPTOUT:bd6c0cc1ff47§;
GC4A2AC;Komjatskym chotarom #1 Start;Traditional Cache;Micro;1.5;1.5;N 49° 08.228;E 019° 15.398;713;2013-05-13;Žilinský kraj;Ružomberok;0;0;0;0;799;59;16.0763;12.672736;Škorpióni;Škorpióni;
GC4A5CG;Sklene Teplice;Unknown Cache;Micro;4.5;1.5;N 48° 31.630;E 018° 51.810;351;2013-04-21;Banskobystrický kraj;Žiar nad Hronom;0;0;0;0;114;2;2.7397;0.75456;opted-out user;§OPTOUT:bd6c0cc1ff47§;
GC4A8HB;Komjatskym chotarom #56;Traditional Cache;Micro;3.0;3.0;N 49° 08.301;E 019° 13.883;567;2013-05-12;Žilinský kraj;Ružomberok;0;0;0;0;312;0;0.0;0.0;Škorpióni;Škorpióni;
GC4A99B;Komjatskym chotarom #57;Traditional Cache;Micro;2.0;2.0;N 49° 08.256;E 019° 14.007;591;2013-05-12;Žilinský kraj;Ružomberok;0;0;0;0;320;0;0.0;0.0;Škorpióni;Škorpióni;
GC4A99K;Komjatskym chotarom #58;Traditional Cache;Micro;2.0;2.5;N 49° 08.163;E 019° 13.892;637;2013-05-12;Žilinský kraj;Ružomberok;0;0;0;0;301;0;0.0;0.0;Škorpióni;Škorpióni;
GC4A99W;Komjatskym chotarom #59;Traditional Cache;Micro;2.0;2.5;N 49° 08.125;E 019° 14.031;650;2013-05-12;Žilinský kraj;Ružomberok;0;0;0;0;300;0;0.0;0.0;Škorpióni;Škorpióni;
GC4A99Z;Komjatskym chotarom #60;Traditional Cache;Micro;2.0;3.0;N 49° 08.027;E 019° 14.008;689;2013-05-12;Žilinský kraj;Ružomberok;0;0;0;0;299;0;0.0;0.0;Škorpióni;Škorpióni;
GC4A9A5;Komjatskym chotarom #61;Traditional Cache;Micro;2.0;3.0;N 49° 08.016;E 019° 13.851;709;2013-05-12;Žilinský kraj;Ružomberok;0;0;0;0;291;0;0.0;0.0;Škorpióni;Škorpióni;
GC4A9AC;Komjatskym chotarom #62;Traditional Cache;Micro;2.0;3.5;N 49° 07.874;E 019° 13.826;808;2013-05-12;Žilinský kraj;Ružomberok;0;0;0;0;261;2;1.5748;0.432927;Škorpióni;Škorpióni;
GC4A9KN;Medved Hnedy (Ursus arctos);Traditional Cache;Not chosen;1.5;2.0;N 48° 37.268;E 019° 01.084;496;2013-04-21;Banskobystrický kraj;Zvolen;0;0;0;0;218;3;3.8462;1.316559;roxetak;roxetak;
GC4A9PF;GeoCache NPR Mlacik;Traditional Cache;Small;2.5;2.5;N 48° 39.157;E 019° 00.705;805;2013-04-21;Banskobystrický kraj;Zvolen;0;0;0;0;48;1;3.7037;0.656798;roxetak;roxetak;
GC4A9Q6;SNP II;Traditional Cache;Regular;2.0;2.5;N 48° 38.765;E 019° 01.071;748;2013-04-24;Banskobystrický kraj;Zvolen;0;0;0;0;50;0;0.0;0.0;roxetak;roxetak;
GC4A9RJ;Kriz;Multi-cache;Not chosen;2.5;2.5;N 48° 38.423;E 019° 00.605;806;2013-05-15;Banskobystrický kraj;Zvolen;0;0;0;0;43;4;15.3846;6.149934;roxetak;roxetak;
GC4AAC8;Stratena dedinka;Traditional Cache;Regular;3.0;3.5;N 48° 33.271;E 019° 12.713;360;2013-04-21;Banskobystrický kraj;Zvolen;0;0;0;0;147;8;12.6984;6.577246;PanP;PanP;
GC4AAPF;Komjatskym chotarom #63;Traditional Cache;Micro;2.0;3.5;N 49° 07.758;E 019° 13.904;840;2013-05-12;Žilinský kraj;Ružomberok;0;0;0;0;281;1;0.7463;0.131853;Škorpióni;Škorpióni;
GC4AAQR;Komjatskym chotarom #64;Traditional Cache;Micro;2.0;4.0;N 49° 07.694;E 019° 13.996;914;2013-05-12;Žilinský kraj;Ružomberok;0;0;0;0;260;3;2.3622;0.806553;Škorpióni;Škorpióni;
